show_id,tmdb_id,tmdb_title,tmdb_original_title,tmdb_media_type,tmdb_release_date,imdb_rating,imdb_votes,tmdb_popularity,tmdb_original_language,tmdb_adult
s1638,726208,Don't Listen,Voces,movie,2020-07-24,6.485,782,5.501,es,FALSE
s1639,113877,Fabulous Lives of Bollywood Wives,Fabulous Lives of Bollywood Wives,tv,2020-11-27,4.5,11,0.8871,en,FALSE
s1641,112538,Over Christmas,ÜberWeihnachten,tv,2020-11-27,5.9,36,0.9815,de,FALSE
s1643,952041,The Beast,The Beast,movie,2020-09-21,0,0,0.0386,en,FALSE
s1644,746817,The Call,The Call,movie,2020-10-23,5.5,166,4.5378,en,FALSE
s1646,731486,Larry the Cable Guy: Remain Seated,Larry the Cable Guy: Remain Seated,movie,2020-06-16,6.5,4,0.2545,en,FALSE
s1647,594082,Mosul,Mosul,movie,2019-05-14,7,132,0.7344,en,FALSE
s1649,608195,Ghosts of War,Ghosts of War,movie,2020-07-03,6.253,572,1.8392,en,FALSE
s1650,93816,Great Pretender,GREAT PRETENDER,tv,2020-07-09,7.453,128,6.8326,ja,FALSE
s1651,768410,Shawn Mendes: Live in Concert,Shawn Mendes: Live in Concert,movie,2020-11-25,8,72,1.1501,en,FALSE
s1652,654028,The Christmas Chronicles: Part Two,The Christmas Chronicles: Part Two,movie,2020-11-18,6.486,1114,6.5494,en,FALSE
s1653,759216,Andhaghaaram,அந்தகாரம்,movie,2020-11-24,7.185,27,1.3381,ta,FALSE
s1654,759216,Andhaghaaram,அந்தகாரம்,movie,2020-11-24,7.185,27,1.3381,ta,FALSE
s1656,768076,Dragons: Rescue Riders: Huttsgalor Holiday,Dragons: Rescue Riders: Huttsgalor Holiday,movie,2020-11-24,5.3,11,1.7029,en,FALSE
s1657,592984,Hillbilly Elegy,Hillbilly Elegy,movie,2020-11-09,6.7,985,3.6669,en,FALSE
s1658,674865,Notes for My Son,El cuaderno de Tomy,movie,2020-11-24,7.471,87,2.8789,es,FALSE
s1659,94047,Valentino,فلانتينو,tv,2020-04-24,5.2,4,1.2137,ar,FALSE
s1660,724989,Hard Kill,Hard Kill,movie,2020-09-04,5,653,3.96,en,FALSE
s1661,752939,Shawn Mendes: In Wonder,Shawn Mendes: In Wonder,movie,2020-11-23,8.157,159,1.5049,en,FALSE
s1664,747349,Dolly Parton's Christmas on the Square,Dolly Parton's Christmas on the Square,movie,2020-11-22,5.7,73,1.5763,en,FALSE
s1667,656561,Alien Xmas,Alien Xmas,movie,2020-11-20,6.5,117,1.3397,en,FALSE
s1670,713776,If Anything Happens I Love You,If Anything Happens I Love You,movie,2020-03-07,7.69,959,1.9171,en,FALSE
s1671,113457,Mismatched,Mismatched,tv,2020-11-20,6.2,28,2.1815,hi,FALSE
s1672,766333,The App That Stole Christmas,The App That Stole Christmas,movie,2020-11-19,3.7,3,0.8919,en,FALSE
s1673,113450,Voices of Fire,Voices of Fire,tv,2020-11-20,6.4,8,0.3701,en,FALSE
s1682,643882,The Princess Switch: Switched Again,The Princess Switch: Switched Again,movie,2020-11-19,6.802,906,3.8027,en,FALSE
s1685,112869,Holiday Home Makeover with Mr. Christmas,Holiday Home Makeover with Mr. Christmas,tv,2020-11-18,6.6,76,0.5278,en,FALSE
s1686,583090,Ainu Mosir,アイヌモシㇼ,movie,2020-10-17,7.2,5,1.3828,ja,FALSE
s1687,762511,Kevin Hart: Zero F**ks Given,Kevin Hart: Zero F**ks Given,movie,2020-11-17,6.719,89,0.5213,en,FALSE
s1689,112440,We Are the Champions,We Are the Champions,tv,2020-11-17,6,19,1.2191,en,FALSE
s1699,98864,Inside the Crown: Secrets of the Royals,Inside the Crown: Secrets of the Royals,tv,2020-01-23,0,0,0.2036,en,FALSE
s1703,766900,Fukrey Boyzzz: Space Mein Fukrapanti,Fukrey Boyzzz: Space Mein Fukrapanti,movie,2020-11-14,0,0,0.1514,hi,FALSE
s1704,622855,Jingle Jangle: A Christmas Journey,Jingle Jangle: A Christmas Journey,movie,2020-11-06,6.6,547,2.1443,en,FALSE
s1705,765188,The Beginning of Life 2: Outside,O Começo da Vida 2: Lá Fora,movie,2020-11-12,7,4,0.1357,pt,FALSE
s1706,667869,The Life Ahead,La vita davanti a sé,movie,2020-11-03,6.7,557,1.1333,it,FALSE
s1707,111761,The Minions of Midas,Los favoritos de Midas,tv,2020-11-13,6.8,134,1.3371,es,FALSE
s1709,112745,Ethos,Bir Başkadır,tv,2020-11-12,7.7,122,1.4095,tr,FALSE
s1712,99655,Graceful Friends,우아한 친구들,tv,2020-07-10,7.4,15,1.7983,ko,FALSE
s1713,718697,Ludo,Ludo,movie,2019-07-31,6.3,3,0.0446,en,FALSE
s1716,112917,A Queen Is Born,Nasce Uma Rainha,tv,2020-11-11,6.8,6,0.3395,pt,FALSE
s1717,112164,Aunty Donna's Big Ol House of Fun,Aunty Donna's Big Ol House of Fun,tv,2020-11-11,7.3,48,1.3855,en,FALSE
s1718,111462,The Liberator,The Liberator,tv,2020-11-11,7,178,1.3551,en,FALSE
s1719,112278,Trial 4,Trial 4,tv,2020-11-11,6.8,21,0.3906,en,FALSE
s1721,754800,What We Wanted,Was wir wollten,movie,2020-11-11,5.8,94,1.0979,de,FALSE
s1723,111625,Dash & Lily,Dash & Lily,tv,2020-11-10,7.841,333,2.7071,en,FALSE
s1726,755340,Citation,Citation,movie,2020-11-05,7.4,52,2.5072,wo,FALSE
s1727,111928,Country Ever After,Country Ever After,tv,2020-11-06,7.8,4,0.4523,en,FALSE
s1728,720851,Girl's Revenge,哈囉少女,movie,2020-08-07,5.5,20,1.5324,zh,FALSE
s1732,739518,A New York Christmas Wedding,A New York Christmas Wedding,movie,2020-08-21,5.7,34,2.4259,en,FALSE
s1734,111495,Carmel: Who Killed Maria Marta?,Carmel: ¿Quién mató a María Marta?,tv,2020-11-05,7.5,94,0.6042,es,FALSE
s1735,734280,Midnight at the Magnolia,Midnight at the Magnolia,movie,2020-11-05,6.248,236,1.5033,en,FALSE
s1737,738646,Operation Christmas Drop,Operation Christmas Drop,movie,2020-11-05,6.4,568,2.1743,en,FALSE
s1738,106590,Paranormal,ما وراء الطبيعة,tv,2020-11-05,7.092,173,1.237,ar,FALSE
s1741,111743,Love & Anarchy,Kärlek & anarki,tv,2020-11-04,7.071,224,3.9843,sv,FALSE
s1742,757305,Miss India,మిస్ ఇండియా,movie,2020-10-04,4.3,19,1.9535,te,FALSE
s1743,760314,Felix Lobrecht: Hype,Felix Lobrecht: Hype,movie,2020-11-03,5.8,10,0.4396,de,FALSE
s1744,609229,Mother,Mother,movie,2020-01-28,7,2,0.4483,th,FALSE
s1746,760880,I'm No Longer Here: A Discussion with Guillermo del Toro and Alfonso Cuarón,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,movie,2020-10-30,6,3,0.2064,en,FALSE
s1752,650809,Elf Pets: A Fox Cub's Christmas Tale,Elf Pets: A Fox Cub's Christmas Tale,movie,2019-06-18,5,4,1.3729,en,FALSE
s1753,759633,Elf Pets: Santa's Reindeer Rescue,Elf Pets: Santa's Reindeer Rescue,movie,2020-11-01,4.4,7,0.6125,en,FALSE
s1767,99480,The Good Detective,모범형사,tv,2020-07-06,7.2,39,3.2719,ko,FALSE
s1771,759780,Wheels of Fortune,Wheels of Fortune,movie,2020-11-01,5.3,7,1.1491,en,FALSE
s1776,575774,His House,His House,movie,2020-01-27,6.419,1181,3.9771,en,FALSE
s1778,744876,Kaali Khuhi,काली खुहि,movie,2020-10-30,4.6,24,1.9577,hi,FALSE
s1781,671039,Rogue City,Bronx,movie,2020-10-30,5.891,611,4.2376,fr,FALSE
s1784,676844,The Day of the Lord,Menéndez: el día del Señor,movie,2020-10-30,6.1,45,1.3766,es,FALSE
s1786,615665,Holidate,Holidate,movie,2020-10-27,6.986,2289,7.6557,en,FALSE
s1789,681019,Nobody Sleeps in the Woods Tonight,W lesie dziś nie zaśnie nikt,movie,2020-03-20,5.221,704,3.2894,pl,FALSE
s1790,753583,Secrets of the Saqqara Tomb,Secrets of the Saqqara Tomb,movie,2020-10-28,7.321,148,2.4641,en,FALSE
s1791,111111,Blood of Zeus,Blood of Zeus,tv,2020-10-27,7.762,585,5.3817,en,FALSE
s1792,103174,Chico Bon Bon: Monkey with a Tool Belt,Chico Bon Bon: Monkey with a Tool Belt,tv,2020-05-08,7.6,5,1.0972,en,FALSE
s1793,752618,Guillermo Vilas: Settling the Score,Vilas: serás lo que debas ser o no serás nada,movie,2020-10-27,7.2,11,0.4739,es,FALSE
s1794,732359,Sarah Cooper: Everything's Fine,Sarah Cooper: Everything's Fine,movie,2020-10-27,5.4,41,1.6736,en,FALSE
s1795,112152,The Devil Punisher,天巡者,tv,2020-10-25,6.429,14,1.7811,zh,FALSE
s1800,93785,Barbarians,Barbaren,tv,2020-10-23,7.288,633,4.9942,de,FALSE
s1801,111726,Move,Move,tv,2020-10-23,6.9,38,0.6604,en,FALSE
s1802,560050,Over the Moon,Over the Moon,movie,2020-10-16,7.19,1354,3.1811,en,FALSE
s1804,97609,Stolen Away,Perdida,tv,2020-01-14,6.9,264,1.5498,es,FALSE
s1805,87739,The Queen's Gambit,The Queen's Gambit,tv,2020-10-23,8.454,5183,9.8032,en,FALSE
s1807,692969,Cadaver,Kadaver,movie,2020-10-22,5.613,667,1.0399,no,FALSE
s1812,527660,"Yes, God, Yes","Yes, God, Yes",movie,2020-07-24,6.3,558,2.7331,en,FALSE
s1813,755688,Brave Blue World: Racing to Solve Our Water Crisis,Brave Blue World: Racing to Solve Our Water Crisis,movie,2019-12-06,6.2,19,2.0784,en,FALSE
s1815,505379,Rebecca,Rebecca,movie,2020-10-16,6.3,1136,5.2644,en,FALSE
s1816,754310,The Magic School Bus Rides Again: The Frizz Connection,The Magic School Bus Rides Again: The Frizz Connection,movie,2020-10-20,6.2,8,0.2582,en,FALSE
s1817,670266,Tremors: Shrieker Island,Tremors: Shrieker Island,movie,2020-10-20,6.1,241,3.6561,en,FALSE
s1829,105177,Unsolved Mysteries,Unsolved Mysteries,tv,2020-07-01,7.7,320,2.3866,en,FALSE
s1835,99048,Start-Up,스타트업,tv,2020-10-17,8.208,348,3.7721,ko,FALSE
s1836,661227,I Am Vengeance: Retaliation,I Am Vengeance: Retaliation,movie,2020-02-29,5.7,70,2.2359,en,FALSE
s1838,104229,Grand Army,Grand Army,tv,2020-10-16,7.5,176,2.2373,en,FALSE
s1840,99807,La Révolution,La Révolution,tv,2020-10-16,6.742,217,3.5281,fr,FALSE
s1841,105904,Someone Has to Die,Alguien tiene que morir,tv,2020-10-16,7.018,226,1.7798,es,FALSE
s1843,556984,The Trial of the Chicago 7,The Trial of the Chicago 7,movie,2020-09-25,7.668,3228,2.6005,en,FALSE
s1845,624963,A Babysitter's Guide to Monster Hunting,A Babysitter's Guide to Monster Hunting,movie,2020-10-14,6.2,310,2.1367,en,FALSE
s1851,683199,Love Like the Falling Rain,Seperti Hujan yang Jatuh ke Bumi,movie,2020-10-15,6,18,1.2065,id,FALSE
s1854,753272,Rooting for Roona,Rooting for Roona,movie,2020-10-15,7.2,21,0.6364,bn,FALSE
s1855,110862,Social Distance,Social Distance,tv,2020-10-15,6.2,40,1.2869,en,FALSE
s1856,288287,A Choo,打噴嚏,movie,2020-07-15,5,12,0.4866,zh,FALSE
s1857,740996,BLACKPINK: Light Up the Sky,블랙핑크: 세상을 밝혀라,movie,2020-10-14,8.2,509,2.8848,ko,FALSE
s1858,753230,The Three Deaths of Marisela Escobedo,Las tres muertes de Marisela Escobedo,movie,2020-10-14,8.8,237,0.3172,es,FALSE
s1860,752885,Octonauts and the Great Barrier Reef,Octonauts and the Great Barrier Reef,movie,2020-11-12,5.4,5,1.5403,en,FALSE
s1861,110512,The Cabin with Bert Kreischer,The Cabin with Bert Kreischer,tv,2020-10-13,6.265,17,0.6912,en,FALSE
s1865,95599,Kipo and the Age of Wonderbeasts,Kipo and the Age of Wonderbeasts,tv,2020-01-14,8.2,224,4.1989,en,FALSE
s1869,110749,Deaf U,Deaf U,tv,2020-10-09,5.8,6,0.5308,en,FALSE
s1870,744676,Ginny Weds Sunny,गिन्नी वेड्स सन्नी,movie,2020-10-09,6.183,30,2.2106,hi,FALSE
s1872,751562,Super Monsters: Dia de los Monsters,Super Monsters: Dia de los Monsters,movie,2020-09-10,7.4,25,1.755,en,FALSE
s1873,620897,The Forty-Year-Old Version,The Forty-Year-Old Version,movie,2020-10-02,6.7,111,1.8374,en,FALSE
s1874,109958,The Haunting of Bly Manor,The Haunting of Bly Manor,tv,2020-10-09,7.577,1312,4.496,en,FALSE
s1875,746752,Bigflo & Oli: Hip Hop Frenzy,Bigflo & Oli : Presque Trop,movie,2020-10-08,7,72,0.273,fr,FALSE
s1876,106465,Do Do Sol Sol La La Sol,도도솔솔라라솔,tv,2020-10-07,6.7,42,2.0079,ko,FALSE
s1878,107442,Private Lives,사생활,tv,2020-10-07,5.7,25,1.9996,ko,FALSE
s1879,120161,100% Wolf: The Legend of the Moonstone,100% Wolf: The Legend of the Moonstone,tv,2020-12-27,8,6,1.7355,en,FALSE
s1880,617505,Hubie Halloween,Hubie Halloween,movie,2020-10-07,5.91,1727,2.8487,en,FALSE
s1881,97288,Fear by the Lake,Peur sur le lac,tv,2020-01-09,6.7,13,0.6274,fr,FALSE
s1882,660982,American Pie Presents: Girls' Rules,American Pie Presents: Girls' Rules,movie,2020-10-06,6.2,680,4.3424,en,FALSE
s1884,750794,StarBeam: Halloween Hero,StarBeam: Halloween Hero,movie,2020-10-07,6.8,6,0.1464,en,FALSE
s1886,111086,Bad Boy Billionaires: India,Bad Boy Billionaires: India,tv,2020-10-05,8.04,25,0.4479,en,FALSE
s1887,664280,David Attenborough: A Life on Our Planet,David Attenborough: A Life on Our Planet,movie,2020-09-28,8.442,402,2.5286,en,FALSE
s1888,690848,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","Best Wishes, Warmest Regards: A Schitt's Creek Farewell",movie,2020-04-07,8.737,19,0.2689,en,FALSE
s1893,748440,A Go! Go! Cory Carson Halloween,A Go! Go! Cory Carson Halloween,movie,2020-10-02,6.8,25,1.6851,en,FALSE
s1895,82596,Emily in Paris,Emily in Paris,tv,2020-10-02,7.622,1462,16.8652,en,FALSE
s1897,642803,Òlòtūré,Òlòtūré,movie,2019-10-31,6.217,53,3.1106,en,FALSE
s1898,743382,Serious Men,Serious Men,movie,2020-10-02,6.7,37,3.4534,hi,FALSE
s1899,855327,The Binding of Itzik,The Binding of Itzik,movie,2020-11-02,0,0,1.6816,en,FALSE
s1901,567971,Vampires vs. the Bronx,Vampires vs. the Bronx,movie,2020-10-02,5.7,310,2.1854,en,FALSE
s1902,746957,You've Got This,Ahí te encargo,movie,2020-10-02,7.892,287,1.68,es,FALSE
s1903,748402,All Because of You,Pasal Kau,movie,2020-10-01,5.4,7,0.9143,ms,FALSE
s1911,110115,"Good Morning, Verônica","Bom Dia, Verônica",tv,2020-10-01,7.238,107,1.9356,pt,FALSE
s1916,94002,Oktoberfest: Beer and Blood,Oktoberfest 1900,tv,2020-09-15,6.708,53,1.4319,de,FALSE
s1921,674642,The Book of Sun,شمس المعارف,movie,2020-07-30,7.793,41,0.2733,ar,FALSE
s1922,531876,The Outpost,The Outpost,movie,2020-06-24,6.905,1121,2.7887,en,FALSE
s1927,743601,American Murder: The Family Next Door,American Murder: The Family Next Door,movie,2020-09-29,7.278,714,2.1713,en,FALSE
s1932,597156,The Boys in the Band,The Boys in the Band,movie,2020-09-30,6.784,444,1.4316,en,FALSE
s1933,748807,The Boys in the Band: Something Personal,The Boys in the Band: Something Personal,movie,2020-09-30,7.109,23,1.1554,en,FALSE
s1936,747999,Michelle Buteau: Welcome to Buteaupia,Michelle Buteau: Welcome to Buteaupia,movie,2020-09-28,7,20,0.1151,en,FALSE
s1937,741067,Welcome to Sudden Death,Welcome to Sudden Death,movie,2020-09-09,6.071,288,3.2269,en,FALSE
s1948,110343,"Whose Vote Counts, Explained","Whose Vote Counts, Explained",tv,2020-09-28,6.5,29,1.4333,en,FALSE
s1952,110412,A Perfect Crime,Rohwedder – Einigkeit und Mord und Freiheit,tv,2020-09-25,7.012,41,0.6585,de,FALSE
s1953,127575,Mighty Little Bheem: Festival of Colors,Mighty Little Bheem: Festival of Colors,tv,2020-03-07,7.3,3,0.136,en,FALSE
s1955,109616,Sneakerheads,Sneakerheads,tv,2020-09-25,7.3,139,0.973,en,FALSE
s1956,87313,The School Nurse Files,보건교사 안은영,tv,2020-09-25,7.212,118,1.9256,ko,FALSE
s1960,497582,Enola Holmes,Enola Holmes,movie,2020-09-23,7.241,6337,6.2837,en,FALSE
s1961,737157,Kiss the Ground,Kiss the Ground,movie,2020-09-22,7.7,76,0.6934,en,FALSE
s1962,110193,The Playbook,The Playbook,tv,2020-09-22,6.4,44,0.5719,en,FALSE
s1963,631344,A Love Song for Latasha,A Love Song for Latasha,movie,2019-04-28,7.1,62,0.2844,en,FALSE
s1978,639414,Dolly Kitty and Those Twinkling Stars,डॉली किट्टी और वो चमकते सितारे,movie,2020-09-18,5,12,1.2066,hi,FALSE
s1979,81354,Ratched,Ratched,tv,2020-09-18,7.646,1205,3.6734,en,FALSE
s1980,109819,Barbecue Showdown,Barbecue Showdown,tv,2020-09-18,6.038,26,1.262,en,FALSE
s1982,648723,Whipped,Bucin,movie,2020-09-18,5.9,9,4.0714,id,FALSE
s1984,99769,Dragon's Dogma,ドラゴンズドグマ,tv,2020-09-17,6.92,188,1.9292,ja,FALSE
s1985,739246,GIMS: On the Record,GIMS: On the Record,movie,2020-09-17,7.3,33,1.6219,fr,FALSE
s1986,743875,Horrid Henry's Gross Day Out,Horrid Henry's Gross Day Out,movie,2020-09-20,4.8,4,1.1677,en,FALSE
s1988,666271,Residue,Residue,movie,2020-01-24,5.6,22,0.6028,en,FALSE
s1989,110152,The Last Word,Das letzte Wort,tv,2020-09-17,6.2,42,0.8397,de,FALSE
s1990,101243,Oh My Baby,오 마이 베이비,tv,2020-05-13,5,17,1.6307,ko,FALSE
s1991,108298,Challenger: The Final Flight,Challenger: The Final Flight,tv,2020-09-16,7.1,138,1.2368,en,FALSE
s1994,108464,Signs of a Psychopath,Signs of a Psychopath,tv,2020-08-23,8,11,1.7649,en,FALSE
s1995,109293,Sing On!,Sing On!,tv,2020-09-16,7.6,9,0.3844,en,FALSE
s1996,499932,The Devil All the Time,The Devil All the Time,movie,2020-09-11,7.191,3534,3.2,en,FALSE
s1997,701175,The Paramedic,El practicante,movie,2020-09-16,6.041,665,4.3701,es,FALSE
s2000,594676,Hope Frozen: A Quest To Live Twice,ความหวังแช่แข็ง: ขอเกิดอีกครั้ง,movie,2018-06-15,6.3,21,0.4164,th,FALSE
s2001,743059,Michael McIntyre: Showman,Michael McIntyre: Showman,movie,2020-09-15,7.6,25,0.0847,en,FALSE
s2005,743227,Wish Upon a Unicorn,Wish Upon a Unicorn,movie,2020-09-15,6.9,41,1.5815,en,FALSE
s2007,100746,Buddi,Buddi,tv,2020-03-20,6,2,0.2819,en,FALSE
s2008,737802,Dad Wanted,Se busca papá,movie,2020-09-11,7.5,168,1.6019,es,FALSE
s2012,638134,Pets United,Pets United,movie,2019-11-08,5.899,213,2.7212,en,FALSE
s2013,93522,The Barrier,La valla,tv,2020-01-19,7.1,129,2.2189,es,FALSE
s2014,107363,The Duchess,The Duchess,tv,2020-09-11,6.5,79,1.0325,en,FALSE
s2023,106292,Julie and the Phantoms,Julie and the Phantoms,tv,2020-09-10,8.422,610,2.5417,en,FALSE
s2030,623491,The Babysitter: Killer Queen,The Babysitter: Killer Queen,movie,2020-09-10,6.34,1769,3.1926,en,FALSE
s2031,640421,Cargo,Cargo,movie,2019-10-18,4.8,20,3.3298,hi,FALSE
s2032,514287,Cuties,Cuties,movie,2020-02-11,3.3,11,3.2103,en,FALSE
s2033,108268,Get Organized with The Home Edit,Get Organized with The Home Edit,tv,2020-09-09,6.6,25,1.1715,en,FALSE
s2034,107904,La Línea: Shadow of Narco,La Linea: La sombra del narco,tv,2020-09-09,6.6,97,1.7488,es,FALSE
s2035,661677,So Much Love to Give,Corazón loco,movie,2020-09-09,5.896,96,1.3922,es,FALSE
s2036,656690,The Social Dilemma,The Social Dilemma,movie,2020-01-26,7.439,1707,3.4022,en,FALSE
s2037,614696,#Alive,#살아있다,movie,2020-06-24,7.227,1960,6.7798,ko,FALSE
s2038,99047,Record of Youth,청춘기록,tv,2020-09-07,8.1,230,3.4455,ko,FALSE
s2039,682110,My Octopus Teacher,My Octopus Teacher,movie,2020-09-04,7.863,981,1.7897,en,FALSE
s2044,660549,Villain,Villain,movie,2020-02-28,5.5,41,3.5382,en,FALSE
s2045,89233,Away,Away,tv,2020-09-04,6.551,343,2.2529,en,FALSE
s2046,500840,I'm Thinking of Ending Things,I'm Thinking of Ending Things,movie,2020-08-28,6.57,2094,2.7853,en,FALSE
s2048,101400,Spirit Riding Free: Riding Academy,Spirit Riding Free: Riding Academy,tv,2020-03-20,8.3,19,1.2443,en,FALSE
s2051,739227,Afonso Padilha: Classless,Afonso Padilha: Alma de Pobre,movie,2020-09-03,7.4,26,0.1143,pt,FALSE
s2053,644090,"Love, Guaranteed","Love, Guaranteed",movie,2020-09-02,6.385,659,2.3032,en,FALSE
s2054,91545,Young Wallander,Young Wallander,tv,2020-09-03,7.069,195,2.1418,en,FALSE
s2055,107671,Chef's Table: BBQ,Chef's Table: BBQ,tv,2020-09-02,7.2,20,0.5408,en,FALSE
s2056,658777,Freaks - You're One of Us,Freaks - Du bist eine von uns,movie,2020-09-02,5.684,364,1.8255,de,FALSE
s2058,715819,Sky Tour: The Movie,Sky Tour: The Movie,movie,2020-06-12,3,1,0.1797,vi,FALSE
s2059,108987,The Witcher: A Look Inside the Episodes,The Witcher: A Look Inside the Episodes,tv,2020-08-26,6,26,0.7903,en,FALSE
s2062,738215,Barbie: Princess Adventure,Barbie: Princess Adventure,movie,2020-09-01,7,243,2.003,en,FALSE
s2064,107888,Bookmarks: Celebrating Black Voices,Bookmarks: Celebrating Black Voices,tv,2020-09-01,5.4,5,2.0311,en,FALSE
s2069,108824,Felipe Esparza: Bad Decisions,Felipe Esparza: Bad Decisions,tv,2020-09-01,6.8,6,1.1748,en,FALSE
s2077,735364,The Boss Baby: Get That Baby!,The Boss Baby: Get That Baby!,movie,2020-09-01,6.3,77,1.7198,en,FALSE
s2078,782983,The Match-Stick Flame,The Match-Stick Flame,movie,2020-09-25,4,3,1.6016,en,FALSE
s2082,736517,True: Friendship Day,True: Friendship Day,movie,2020-09-01,5.2,4,1.0028,en,FALSE
s2083,733352,Maniyarayile Ashokan,മണിയറയിലെ അശോകൻ,movie,2020-08-31,3.2,11,1.8168,ml,FALSE
s2084,647785,Debt Collectors,Debt Collectors,movie,2020-05-29,6.146,243,5.0535,en,FALSE
s2085,615466,All Together Now,All Together Now,movie,2020-08-28,6.7,219,1.9298,en,FALSE
s2086,108347,A Killer Uncaged,A Killer Uncaged,tv,2020-06-28,6.489,44,1.505,en,FALSE
s2087,107451,Masaba Masaba,मसाबा मसाबा,tv,2020-08-28,6.3,7,0.5985,hi,FALSE
s2088,734309,Santana,Santana,movie,2020-08-28,5.7,198,2.4299,en,FALSE
s2089,438396,Unknown Origins,Orígenes secretos,movie,2020-08-28,6.2,438,4.7168,es,FALSE
s2092,678489,The Bridge Curse,女鬼橋,movie,2020-02-27,6.402,92,2.0577,zh,FALSE
s2094,102712,Her Mother's Killer,La venganza de Analía,tv,2020-04-13,7.5,212,3.0043,es,FALSE
s2096,736759,Making The Witcher,Making The Witcher,movie,2020-08-25,7.119,89,1.8581,en,FALSE
s2097,107625,Million Dollar Beach House,Million Dollar Beach House,tv,2020-08-26,4.6,7,0.5104,en,FALSE
s2098,726887,Rising Phoenix,Rising Phoenix,movie,2020-08-26,8.1,98,2.802,en,FALSE
s2099,106753,Emily's Wonder Lab,Emily's Wonder Lab,tv,2020-08-25,5.9,7,0.8393,en,FALSE
s2104,730428,Class of '83,क्लास ऑफ '83,movie,2020-08-21,5.9,38,1.6224,hi,FALSE
s2105,735110,Dark Forces,Fuego negro,movie,2020-08-21,4.138,40,1.5233,es,FALSE
s2106,106238,Hoops,Hoops,tv,2020-08-21,6.854,209,1.4123000000000001,en,FALSE
s2108,626393,The Sleepover,The Sleepover,movie,2020-08-21,6.4,419,2.7508,en,FALSE
s2109,107851,Goedam,도시괴담,tv,2020-08-20,6.96,89,1.391,ko,FALSE
s2110,656353,John Was Trying to Contact Aliens,John Was Trying to Contact Aliens,movie,2020-01-23,6.1,57,0.1223,en,FALSE
s2112,632618,The Crimes That Bind,Crímenes de familia,movie,2020-08-20,6.4,224,1.9588,es,FALSE
s2113,107011,DeMarcus Family Rules,DeMarcus Family Rules,tv,2020-08-19,4.3,3,0.188,en,FALSE
s2114,106754,High Score,High Score,tv,2020-08-19,7.411,246,1.7295,en,FALSE
s2115,874469,Little Singham: Kaal Ka Badla,Little Singham: Kaal Ka Badla,movie,2020-05-23,10,1,0.064,hi,FALSE
s2118,655832,Crazy Awesome Teachers,Guru-Guru Gokil,movie,2020-08-17,5.3,7,1.5253,id,FALSE
s2119,98494,Glitch Techs,Glitch Techs,tv,2020-02-21,8.2,143,2.5913,en,FALSE
s2123,105024,"Hello, Stranger","Hello, Stranger",tv,2020-06-24,5.778,9,0.6008,tl,FALSE
s2125,116029,Rita Guida The Origin Story,Rita Guida The Origin Story,tv,2020-12-23,8,1,0.3759,en,FALSE
s2128,113584,The Impossible 3,非凡三俠,tv,2020-11-21,6,1,2.0377,cn,FALSE
s2129,732577,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,movie,2020-08-14,3,1,0.0143,en,FALSE
s2130,726664,Fearless,Fearless,movie,2020-08-14,5.953,139,4.4531,en,FALSE
s2132,726940,Octonauts and the Caves of Sac Actun,Octonauts and the Caves of Sac Actun,movie,2020-08-14,6.6,34,1.502,en,FALSE
s2133,605116,Project Power,Project Power,movie,2020-08-14,6.435,2973,4.3797,en,FALSE
s2134,90766,Teenage Bounty Hunters,Teenage Bounty Hunters,tv,2020-08-14,7.702,364,3.0307,en,FALSE
s2135,104555,The Great Heist,El robo del siglo,tv,2020-08-14,7.267,604,1.8966,es,FALSE
s2141,106530,(Un)Well,(Un)Well,tv,2020-08-12,6.308,52,0.3906,en,FALSE
s2142,645489,Gunjan Saxena: The Kargil Girl,गुंजन सक्सेना: द कारगिल गर्ल,movie,2020-07-23,7.387,84,1.8582,hi,FALSE
s2144,725082,"Rob Schneider: Asian Momma, Mexican Kids","Rob Schneider: Asian Momma, Mexican Kids",movie,2020-08-11,6.1,19,0.2113,en,FALSE
s2145,107304,GAME ON: A Comedy Crossover Event,GAME ON: A Comedy Crossover Event,tv,2020-08-10,6.9,7,1.4667,en,FALSE
s2147,686142,The Lost Husband,The Lost Husband,movie,2020-04-10,6.8,134,2.2709,en,FALSE
s2150,546724,We Summon the Darkness,We Summon the Darkness,movie,2020-08-28,5.479,267,1.6537,en,FALSE
s2151,632587,"Berlin, Berlin","Berlin, Berlin",movie,2020-05-08,5,47,2.4669,de,FALSE
s2152,103511,Love Live! Nijigasaki High School Idol Club,ラブライブ! 虹ヶ咲学園スクールアイドル同好会,tv,2020-10-03,6.5,24,2.5571,ja,FALSE
s2154,106526,Sing On! Germany,Sing On! Germany,tv,2020-08-07,6.8,7,0.4632,de,FALSE
s2156,726661,The Magic School Bus Rides Again: Kids in Space,The Magic School Bus Rides Again: Kids in Space,movie,2020-08-07,7.3,31,1.9672,en,FALSE
s2157,106514,Tiny Creatures,Tiny Creatures,tv,2020-08-07,6.8,137,0.4973,en,FALSE
